subject,script,session,woord,tested,response,score,readingTime,checkingTime,writingTime
sub-00076,br,2,stof,0,,False,5.650199999999245,1.0529000000022393,
sub-00076,br,2,invloed,0,,False,34.131699999999256,3.2046000000015056,
sub-00076,br,2,zweven,0,,False,29.815499999999982,3.2098999999985267,
sub-00076,br,2,leuk,0,,False,6.9582999999970525,0.8996000000014988,
sub-00076,br,2,oceaan,0,,False,14.692100000001515,5.217100000001494,
sub-00076,br,2,schep,0,,False,4.844899999998518,0.6398999999984767,
sub-00076,br,2,geit,1,geit,True,,0.9038000000007288,6.259799999997028
sub-00076,br,2,techniek,1,techniek,True,,0.6656999999992763,9.877800000000718
sub-00076,br,2,volop,0,,False,9.676899999998511,0.7793000000007169,
sub-00076,br,2,weeshuis,0,,False,19.509000000000015,0.7115000000000009,
sub-00076,br,2,flirt,0,,False,10.860500000000002,0.581899999998484,
sub-00076,br,2,toegeven,0,,False,13.260500000000036,0.6456000000014797,
sub-00076,br,2,opkijken,0,,False,23.376099999997734,0.9114999999999897,
sub-00076,br,2,kennis,0,,False,6.865000000000009,0.7142999999970243,
sub-00076,br,2,flits,0,,False,11.76159999999777,1.100400000002253,
sub-00076,br,2,jagen,0,,False,11.743799999997009,0.8310000000000173,
sub-00076,br,2,plek,0,,False,4.359900000002199,0.4686999999992736,
sub-00076,br,2,laag,0,,False,4.6130999999977575,0.5451000000014687,
sub-00076,br,2,totaal,0,,False,6.112500000000011,0.5789999999999509,
sub-00076,br,2,stoom,0,,False,21.712499999999977,0.4995000000000118,
sub-00076,br,2,stal,0,,False,5.395500000000027,0.862100000001476,
sub-00076,br,2,driemaal,0,,False,25.90889999999848,0.4855000000000018,
sub-00076,br,2,koffie,1,koffie,True,,0.4446000000015147,6.6264999999999645
sub-00076,br,2,wijlen,0,,False,15.591800000000717,2.8799999999999955,
sub-00076,br,2,vorm,0,,False,5.927399999998556,0.9748999999984562,
sub-00076,br,2,excuus,0,,False,13.878100000001496,1.7314999999999827,
sub-00076,br,2,dubbel,0,,False,10.045599999997762,0.6294000000021924,
sub-00076,br,2,schaamte,0,,False,10.594199999999203,0.6269999999999527,
sub-00076,br,2,blad,0,,False,14.57780000000082,1.0470999999977266,
sub-00076,br,2,aanzoek,0,,False,6.363199999999324,0.4616999999992686,
sub-00076,br,2,smullen,0,,False,4.628900000002204,0.4930000000000518,
sub-00076,br,2,gerucht,0,,False,20.278100000001473,0.5463000000007696,
sub-00076,br,2,blijven,0,,False,7.277800000000752,0.4893999999984544,
sub-00076,br,2,steek,1,steek,True,,0.4151000000015301,10.444499999999948
sub-00076,br,2,dans,0,,False,7.899699999999257,0.5610000000000355,
sub-00076,br,2,heengaan,0,,False,7.748399999998583,0.4398000000006732,
sub-00076,br,2,site,0,,False,5.096600000001558,0.4093999999985271,
sub-00076,br,2,vinger,0,,False,8.494699999999284,0.3303000000006477,
sub-00076,br,2,nodig,0,,False,9.08180000000084,0.3126999999992677,
sub-00076,br,2,opkomen,0,,False,6.527400000002331,1.0784999999999627,
sub-00076,br,2,lukken,0,,False,4.212399999998524,0.4281999999992649,
sub-00076,br,2,mist,0,,False,15.20989999999847,0.4292000000029929,
sub-00076,br,2,geliefd,0,,False,10.827600000001553,0.5790999999977657,
sub-00076,br,2,lust,0,,False,17.527100000001496,0.4501999999991994,
sub-00076,br,2,trekker,1,trekker,True,,0.682399999998438,6.892000000000053
sub-00076,br,2,afnemen,0,,False,9.397200000003068,0.744100000001481,
sub-00076,br,2,middelen,0,,False,9.41029999999705,0.4664999999999963,
sub-00076,br,2,waarvan,0,,False,9.817000000000007,0.430199999995466,
sub-00076,br,2,joggen,0,,False,3.7001000000014983,0.47199999999998,
sub-00076,br,2,strekken,0,,False,6.350200000003042,0.3393999999984771,
sub-00076,br,2,taal,1,taal,True,,0.4035999999940713,4.316900000005944
sub-00076,br,2,hier,0,,False,2.600899999998433,0.5406000000015183,
sub-00076,br,2,besmet,0,,False,11.433300000004463,0.7682999999969979,
sub-00076,br,2,oprotten,0,,False,7.881900000005999,0.3759999999999763,
sub-00076,br,2,woestijn,1,woestijn,True,,0.4557000000030484,11.065899999998464
sub-00076,br,2,woede,0,,False,7.833100000001536,0.570600000001491,
sub-00076,br,2,uitlaat,0,,False,11.649200000002908,0.3575000000000727,
sub-00076,br,2,kleren,0,,False,6.849500000000035,0.4912000000028911,
sub-00076,br,2,wegen,0,,False,7.667099999994093,0.3509000000059359,
sub-00076,br,2,redding,0,,False,9.032900000005952,0.3072999999969852,
sub-00076,br,2,jurk,0,,False,4.483899999998471,0.3902000000030057,
sub-00076,br,2,liefje,0,,False,4.334599999994111,0.8104999999999336,
sub-00076,br,2,kreeft,1,kreeft,True,,0.4292999999970561,5.52970000000289
sub-00076,br,2,prikken,0,,False,11.267299999997022,0.6984999999999673,
sub-00076,br,2,akkoord,1,akkoord,True,,0.551499999999919,6.050200000002974
sub-00076,br,2,knie,0,,False,4.050200000002974,0.3509999999999991,
sub-00076,br,2,vervoer,0,,False,13.349200000002952,0.3245000000000573,
sub-00076,br,2,bloeien,0,,False,10.265999999999964,0.3546000000014828,
sub-00076,br,2,schatten,0,,False,4.9161000000015065,0.6240000000000236,
sub-00076,br,2,geluid,0,,False,6.366100000001552,0.3707000000028984,
sub-00076,br,2,komisch,0,,False,20.514699999995628,1.1578000000043858,
sub-00076,br,2,apparaat,0,,False,6.184700000002977,0.7182000000029802,
sub-00076,br,2,voorraad,0,,False,7.1159999999999854,0.8125,
sub-00076,br,2,bisschop,0,,False,12.4303999999986,0.5592000000028747,
sub-00076,br,2,keihard,0,,False,8.594499999999925,1.6712000000029548,
sub-00076,br,2,maaltijd,1,maaltijd,True,,0.4707000000030348,9.233100000001514
sub-00076,br,2,soda,0,,False,6.982300000004443,0.3355000000001382,
sub-00076,br,2,strikken,0,,False,3.782300000004625,0.971399999998539,
sub-00076,br,2,goedkoop,0,,False,4.59970000000294,1.0073999999985972,
sub-00076,br,2,stemming,0,,False,3.1994999999999436,0.8033000000045831,
sub-00076,br,2,piste,0,,False,4.86579999999708,0.7566000000015265,
sub-00076,br,2,toeval,0,,False,5.24980000000437,0.6580999999941923,
sub-00076,br,2,rijp,0,,False,5.217099999994161,0.7564000000058968,
sub-00076,br,2,muziek,0,,False,3.734299999996893,0.7309999999999945,
sub-00076,br,2,schuilen,0,,False,6.00089999999841,0.6538999999986572,
sub-00076,br,2,gezond,0,,False,6.150200000002997,0.6884999999999764,
sub-00076,br,2,zout,0,,False,4.050199999995584,0.6012000000030184,
sub-00076,br,2,legaal,0,,False,6.2332999999971435,0.5891000000015083,
sub-00076,br,2,moes,0,,False,6.066599999994196,0.7099000000059732,
sub-00076,br,2,openbaar,0,,False,9.43290000000593,0.5188999999986663,
sub-00076,br,2,baas,0,,False,3.282700000002933,0.7363999999984117,
sub-00076,br,2,knaap,0,,False,3.3837000000030457,0.6009999999998854,
sub-00076,br,2,opheffen,0,,False,4.333000000000084,0.5541000000014265,
sub-00076,br,2,poes,0,,False,7.15679999999702,0.4963999999984025,
sub-00076,br,2,waarop,0,,False,3.3788999999985663,0.9104999999999565,
sub-00076,br,2,baron,0,,False,2.9956999999956224,0.5776000000014392,
sub-00076,br,2,groen,0,,False,3.8299999999999272,0.828100000001541,
sub-00076,br,2,maken,0,,False,5.663399999998546,0.5779999999999745,
sub-00076,br,2,vreten,0,,False,10.541600000001608,0.6236999999953241,
sub-00076,br,2,geld,0,,False,2.8323999999986427,0.6764000000059696,
sub-00076,br,2,maling,0,,False,7.512699999995448,0.4945000000000163,
sub-00076,br,2,samen,0,,False,3.8963000000044303,0.5113999999985026,
sub-00076,br,2,mijnheer,0,,False,15.62770000000296,1.7174999999999727,
sub-00076,br,2,boeien,0,,False,13.382499999999936,0.6056999999955224,
sub-00076,br,2,innemen,0,,False,5.667199999995546,0.6189000000060787,
sub-00076,br,2,doodmoe,0,,False,15.166100000001506,0.6018999999985226,
sub-00076,br,2,snoep,0,,False,5.566600000001472,0.5196000000014465,
sub-00076,br,2,verhaal,0,,False,9.516899999998486,0.4032000000029256,
sub-00076,br,2,kust,0,,False,5.517399999998588,0.6186000000013792,
sub-00076,br,2,steel,0,,False,6.849500000000035,0.4208999999984826,
sub-00076,br,2,zingen,0,,False,18.498700000002827,0.5906999999956497,
sub-00076,br,2,sufferd,0,,False,7.283200000003035,0.5092999999969834,
sub-00076,br,2,tekst,1,tekst,True,,0.3689999999999145,5.199200000002975
sub-00076,br,2,gedicht,0,,False,3.933299999997189,0.7722000000028402,
sub-00076,br,2,anarchie,0,,False,5.483600000001388,0.520899999998619,
sub-00076,br,2,zaal,0,,False,2.833499999999958,0.4335000000000946,
sub-00076,br,2,kasteel,0,,False,7.350300000004609,0.3901999999955023,
sub-00076,br,2,waarbij,1,waarbid,False,,3.685199999995348,16.28270000000316
sub-00076,br,2,staren,0,,False,3.75,1.2832000000030348,
sub-00076,br,2,loyaal,1,loyaal,True,,0.6184999999998126,6.347800000004554
sub-00076,br,2,aarzelen,0,,False,4.650000000000091,0.5373999999983425,
sub-00076,br,2,knielen,0,,False,4.232399999998506,0.6564000000059877,
sub-00076,br,2,slagen,1,slagen,True,,1.6572999999968945,4.482999999999947
sub-00076,br,2,bever,0,,False,3.4666000000013355,0.3861999999955969,
sub-00076,br,2,bleek,0,,False,3.9671000000016647,0.4401000000013937,
sub-00076,br,2,mode,0,,False,4.965800000004492,0.6688999999985299,
sub-00076,br,2,nakijken,0,,False,14.748799999997118,0.4521000000013373,
sub-00076,br,2,koppen,0,,False,2.983099999994238,0.6091000000014901,
sub-00076,br,2,huisdier,1,huisdeur,False,,1.3105000000000473,20.982500000000073
sub-00076,br,2,bijkomen,0,,False,3.5299999999999727,1.0517999999970016,
sub-00076,br,2,hiervan,0,,False,5.620399999998426,0.5787999999970452,
sub-00076,br,2,heilig,0,,False,3.917400000005955,0.5878999999986263,
sub-00076,br,2,kanjer,0,,False,9.666700000002947,0.72199999999998,
sub-00076,br,2,schat,0,,False,3.1582999999968706,0.5817999999969743,
sub-00076,br,2,hechten,0,,False,2.5996000000013737,2.007000000000062,
sub-00076,br,2,kaal,0,,False,2.9838000000045213,0.5039999999999054,
sub-00076,br,2,uitdelen,0,,False,3.2331000000015138,0.7847999999969488,
sub-00076,br,2,feestdag,0,,False,4.949200000002975,0.7177999999969416,
sub-00076,br,2,snuiven,0,,False,9.69989999999848,0.5181000000015956,
sub-00076,br,2,wagon,0,,False,5.700300000004518,0.5073999999985972,
sub-00076,br,2,rechten,0,,False,2.816500000000133,0.7857999999969252,
sub-00076,br,2,waken,0,,False,4.499499999999898,0.6527000000030512,
sub-00076,br,2,graaf,0,,False,6.449299999997038,0.5871000000013282,
sub-00076,br,2,afval,0,,False,4.899699999995619,0.7028000000045722,
sub-00076,br,2,jasje,0,,False,2.750100000001339,0.7560000000000855,
sub-00076,br,2,laken,0,,False,3.099999999999909,7.403999999999996,
sub-00076,br,2,aanraden,0,,False,4.699700000003077,0.757100000001401,
sub-00076,br,2,praat,0,,False,3.6997000000030766,0.486199999995506,
sub-00076,br,2,lokken,0,,False,6.417399999998452,0.4908999999986463,
sub-00076,br,2,ziek,1,ziek,True,,0.6360000000001946,5.066899999998441
sub-00076,br,2,ijdel,0,,False,3.748899999998457,0.8029999999998836,
sub-00076,br,2,attentie,0,,False,4.150800000004438,0.6914999999999054,
sub-00076,br,2,aflopen,0,,False,3.699800000004416,0.9033999999985554,
sub-00076,br,2,geduld,0,,False,5.0998999999983425,0.5180000000000291,
sub-00076,br,2,baai,0,,False,4.050100000001521,0.4563999999984389,
sub-00076,br,2,mand,0,,False,2.999899999998661,0.5163999999983844,
sub-00076,br,2,daarheen,0,,False,4.099799999997003,0.7197000000030584,
sub-00076,br,2,leek,0,,False,3.182600000001458,0.4421000000015738,
sub-00076,br,2,uien,0,,False,2.65010000000143,0.6513999999986027,
sub-00076,br,2,zwart,0,,False,2.599399999998468,0.5836000000015247,
sub-00076,br,2,leren,0,,False,2.9498999999987063,0.6161000000013246,
sub-00076,br,2,mijn,0,,False,4.133299999997007,0.6838000000045668,
sub-00076,br,2,kabel,0,,False,2.933100000001332,0.4550000000001546,
sub-00076,br,2,jaar,0,,False,5.1166000000014265,0.5851000000016029,
sub-00076,br,2,weigeren,0,,False,3.000399999998308,0.8376000000016575,
sub-00076,br,2,diep,0,,False,2.683799999997063,0.5737000000028729,
sub-00076,br,2,seizoen,0,,False,2.633200000002944,0.8520000000000891,
sub-00076,br,2,bedoelen,0,,False,3.5322999999971216,0.638200000003053,
sub-00076,br,2,parel,0,,False,3.3833999999985735,0.7290000000000418,
sub-00076,br,2,blik,1,blik,True,,0.515999999999849,5.128399999998464
sub-00076,br,2,getuigen,0,,False,6.278399999998555,0.3637999999971271,
sub-00076,br,2,palm,0,,False,4.029499999999871,0.5080000000000382,
sub-00076,br,2,klauw,0,,False,4.4647999999970125,0.5096000000014556,
sub-00076,br,2,aandelen,0,,False,4.213100000001532,0.3945000000001073,
sub-00076,br,2,geheim,0,,False,3.5459000000057586,0.4620999999940522,
sub-00076,br,2,vuur,0,,False,3.613100000001395,0.4315000000001419,
sub-00076,br,2,slak,0,,False,3.167099999994207,0.6694999999999709,
sub-00076,br,2,gebit,0,,False,2.6001000000014756,0.5412999999971362,
sub-00076,br,2,twijfel,0,,False,3.6333999999985735,0.4362000000028274,
sub-00076,br,2,zuster,0,,False,3.0668000000043776,0.6180000000001655,
sub-00076,br,2,grappen,0,,False,3.133299999997007,0.8518000000044594,
sub-00076,br,2,eetlust,0,,False,4.917400000005955,2.341199999995524,
sub-00076,br,2,ticket,0,,False,2.933399999998528,5.2858000000044285,
sub-00076,br,2,klimmen,0,,False,3.999699999995528,1.2021000000015647,
sub-00076,br,2,beseffen,0,,False,2.966900000006035,38.90359999999396,
sub-00076,br,2,spanning,0,,False,3.251200000002882,2.5113999999985026,
sub-00076,br,2,traag,1,traag,True,,1.2156000000015863,4.69489999999837
sub-00076,br,2,eenhoorn,0,,False,4.866999999999962,2.352899999998499,
sub-00076,br,2,woning,0,,False,2.8831000000016047,0.6559999999999491,
sub-00076,br,2,kring,1,kreng,False,,0.3712000000030002,6.899899999998524
sub-00076,br,2,gegeven,0,,False,4.449699999995346,1.5402000000030966,
sub-00076,br,2,aanzien,0,,False,3.133600000001479,0.786899999998468,
sub-00076,br,2,mening,0,,False,2.7162999999970907,0.6184999999998126,
sub-00076,br,2,opzicht,0,,False,2.8994000000061533,0.7037999999970452,
sub-00076,br,2,lever,0,,False,3.332800000004454,0.6435999999939668,
sub-00076,br,3,klauw,0,,False,5.358199999999258,0.6748000000007437,
sub-00076,br,3,mening,0,,False,6.149699999999257,1.1324999999999932,
sub-00076,br,3,strikken,0,,False,6.283000000000001,0.4551999999992517,
sub-00076,br,3,parel,0,,False,5.600199999999262,0.5043999999985118,
sub-00076,br,3,innemen,0,,False,16.332800000000745,1.7058000000007496,
sub-00076,br,3,voorraad,0,,False,9.516099999997763,0.5752000000029796,
sub-00076,br,3,kleren,0,,False,3.9989999999999952,0.92119999999926,
sub-00076,br,3,strak,0,,False,4.282400000002227,0.6005999999977689,
sub-00076,br,3,jagen,0,,False,7.083600000001496,1.2695999999977658,
sub-00076,br,3,besmet,0,,False,9.482900000002246,1.7053000000007614,
sub-00076,br,3,kust,0,,False,4.683499999999981,0.8191000000014981,
sub-00076,br,3,kabel,0,,False,6.149699999999257,1.134999999999991,
sub-00076,br,3,traag,0,,False,2.983399999998511,1.1180000000000234,
sub-00076,br,3,waarbij,0,,False,6.232699999999255,1.0354000000022268,
sub-00076,br,3,woestijn,0,,False,3.167200000002964,0.7830999999977735,
sub-00076,br,3,schatten,0,,False,2.766200000002982,1.232099999997757,
sub-00076,br,3,steek,0,,False,3.266699999999247,1.07090000000224,
sub-00076,br,3,lust,0,,False,2.982699999999255,0.9369000000022254,
sub-00076,br,3,strekken,0,,False,3.0833000000007473,0.7676999999992518,
sub-00076,br,3,baai,0,,False,3.799800000000744,1.000800000000737,
sub-00076,br,3,slak,0,,False,2.6333000000007587,0.5853000000007285,
sub-00076,br,3,laag,0,,False,4.266999999999996,0.7535999999977605,
sub-00076,br,3,geliefd,0,,False,3.4998000000007323,0.6214999999999975,
sub-00076,br,3,dans,0,,False,3.1333999999985167,0.8364000000022429,
sub-00076,br,3,maaltijd,0,,False,2.8651999999992483,0.975100000001504,
sub-00076,br,3,aanraden,0,,False,4.601100000001509,1.6370000000000005,
sub-00076,br,3,mode,0,,False,4.033899999998511,0.719399999998501,
sub-00076,br,3,liefje,0,,False,3.399400000002231,0.736099999997748,
sub-00076,br,3,tekst,0,,False,2.9816999999992504,1.388600000001503,
sub-00076,br,3,gebit,0,,False,4.815700000002977,1.0696999999992445,
sub-00076,br,3,leren,0,,False,2.966199999999247,1.0020000000000095,
sub-00076,br,3,snoep,0,,False,5.616399999998492,1.2360000000000184,
sub-00076,br,3,middelen,0,,False,3.9000000000000057,3.059399999998476,
sub-00076,br,3,nodig,0,,False,3.01630000000074,3.4366999999992345,
sub-00076,br,3,huisdier,0,,False,6.299800000000744,1.0720000000000027,
sub-00076,br,3,goedkoop,0,,False,5.100599999997769,1.4691999999992618,
sub-00076,br,3,rechten,0,,False,3.0504999999999995,2.0668999999984976,
sub-00076,br,3,bleek,0,,False,5.899300000000778,2.9306999999992627,
sub-00076,br,3,flirt,1,flirt,True,,0.748800000000756,8.543299999997032
sub-00076,br,3,redding,0,,False,4.480399999998497,1.510900000002266,
sub-00076,br,3,weeshuis,0,,False,6.531400000002236,0.8249999999999886,
sub-00076,br,3,aflopen,0,,False,4.4464000000022565,1.3800999999977537,
sub-00076,br,3,gerucht,0,,False,6.396199999999226,0.7939000000022247,
sub-00076,br,3,maling,0,,False,4.629800000000728,1.1248000000007323,
sub-00076,br,3,bever,0,,False,5.0967999999970175,1.0285000000000082,
sub-00076,br,3,geluid,0,,False,6.999399999998502,1.2478000000007796,
sub-00076,br,3,legaal,1,legaal,True,,3.646500000000003,10.915100000001472
sub-00076,br,3,ticket,0,,False,5.113199999999267,1.1661000000015065,
sub-00076,br,3,mist,1,mist,True,,0.7740000000000009,8.347699999999293
sub-00076,br,3,driemaal,0,,False,3.266999999999996,1.47950000000003,
sub-00076,br,3,zout,1,zout,True,,0.8537999999969657,11.10830000000078
sub-00076,br,3,wagon,0,,False,4.19960000000151,0.9783999999984871,
sub-00076,br,3,jasje,1,jasje,True,,0.9332000000029552,6.844500000000039
sub-00076,br,3,waarvan,0,,False,2.5826999999992495,1.0237000000029752,
sub-00076,br,3,heilig,0,,False,3.616400000002273,0.7689999999999486,
sub-00076,br,3,jaar,0,,False,4.0160000000000196,0.7531000000014956,
sub-00076,br,3,lever,0,,False,6.46550000000002,1.0416000000014949,
sub-00076,br,3,wijlen,0,,False,10.299199999999304,2.3571999999992386,
sub-00076,br,3,knaap,1,knaap,True,,0.6102000000029761,19.182099999997774
sub-00076,br,3,opheffen,0,,False,2.6960000000000264,0.5796999999992067,
sub-00076,br,3,gegeven,0,,False,2.959799999997017,0.8993000000007783,
sub-00076,br,3,waken,0,,False,3.2456999999992604,0.7064000000022475,
sub-00076,br,3,hiervan,0,,False,9.227200000002938,0.997000000000014,
sub-00076,br,3,blad,0,,False,3.6316000000014697,1.005800000000761,
sub-00076,br,3,gedicht,0,,False,4.382999999999981,0.956800000000726,
sub-00076,br,3,vullen,0,,False,4.016100000001472,2.506899999998666,
sub-00076,br,3,attentie,0,,False,6.666300000000774,0.8735999999977366,
sub-00076,br,3,stof,1,,False,,2.157100000001492,10.249800000000732
sub-00076,br,3,akkoord,0,,False,5.533200000003035,1.5839999999999463,
sub-00076,br,3,trekker,0,,False,2.850400000002196,2.7533999999984644,
sub-00076,br,3,doodmoe,0,,False,4.2994000000021515,1.2076999999992497,
sub-00076,br,3,apparaat,0,,False,3.0996000000014874,2.085699999999292,
sub-00076,br,3,mijnheer,0,,False,4.649300000000721,1.190300000000775,
sub-00076,br,3,schuilen,0,,False,3.8163000000006377,2.219500000000039,
sub-00076,br,3,kring,0,,False,4.099600000001487,1.9342999999970516,
sub-00076,br,3,beseffen,0,,False,2.95049999999992,1.8326999999992497,
sub-00076,br,3,slagen,0,,False,4.666399999998475,1.5686999999992397,
sub-00076,br,3,kaal,0,,False,2.9832999999970298,1.4711000000014565,
sub-00076,br,3,ijdel,0,,False,6.2006000000014865,1.0924999999999727,
sub-00076,br,3,bloeien,0,,False,7.966300000000729,1.4726999999992358,
sub-00076,br,3,waarop,0,,False,2.6329999999999245,1.619199999999296,
sub-00076,br,3,leek,0,,False,2.550800000000777,0.9355999999977485,
sub-00076,br,3,wegen,0,,False,5.882499999999936,3.124299999997106,
sub-00076,br,3,techniek,0,,False,6.533500000000004,1.7380000000000564,
sub-00076,br,3,koppen,0,,False,5.982500000000073,1.1739999999999782,
sub-00076,br,3,stemming,0,,False,4.583499999999958,1.2258000000007314,
sub-00076,br,3,groen,1,groen,True,,0.6376999999991995,10.749200000003045
sub-00076,br,3,stiekem,0,,False,4.932999999999993,0.6231999999992013,
sub-00076,br,3,mijn,0,,False,4.950399999998581,0.5504999999999427,
sub-00076,br,3,zingen,0,,False,4.93319999999926,0.485399999998549,
sub-00076,br,3,taal,0,,False,7.54950000000008,0.5966000000014446,
sub-00076,br,3,blijven,1,blijven,True,,0.6643000000008215,12.476
sub-00076,br,3,grappen,0,,False,2.6505999999977803,1.155900000002248,
sub-00076,br,3,plek,0,,False,6.583199999999238,0.9063000000007831,
sub-00076,br,3,jurk,0,,False,5.966099999997709,0.7568000000007942,
sub-00076,br,3,schep,0,,False,3.25,0.6183999999984735,
sub-00076,br,3,aanzien,0,,False,4.59989999999857,0.9181000000014592,
sub-00076,br,3,zuster,0,,False,4.183300000000713,0.5073999999984835,
sub-00076,br,3,vervoer,0,,False,3.516500000000065,0.7727999999970052,
sub-00076,br,3,muziek,0,,False,3.099399999998468,0.5584999999999809,
sub-00076,br,3,snuiven,1,snuiven,True,,0.8097999999970398,13.132600000001505
sub-00076,br,3,baron,0,,False,5.648700000002918,0.7998999999985017,
sub-00076,br,3,weigeren,0,,False,5.199500000000057,0.6694999999999709,
sub-00076,br,3,afnemen,0,,False,5.349600000001487,0.5851999999991904,
sub-00076,br,3,opzicht,0,,False,6.14929999999697,0.9869000000022652,
sub-00076,br,3,feestdag,0,,False,3.166900000002329,0.738999999999919,
sub-00076,br,3,slapen,0,,False,2.5838000000007924,0.8006999999992104,
sub-00076,br,3,bedoelen,0,,False,2.8830999999977394,0.7184000000022479,
sub-00076,br,3,baas,0,,False,4.416399999998589,1.0243000000007214,
sub-00076,br,3,blik,0,,False,3.0661000000014837,0.5848999999984699,
sub-00076,br,3,vreten,0,,False,3.0671999999991613,0.7856999999993377,
sub-00076,br,3,afval,0,,False,2.9995999999978267,0.6171000000014146,
sub-00076,br,3,eetlust,0,,False,2.782199999999193,0.786100000001511,
sub-00076,br,3,graaf,0,,False,2.5827999999970643,0.4197000000029902,
sub-00076,br,3,praat,0,,False,3.134300000000735,0.6656999999993332,
sub-00076,br,3,hechten,1,hechten,True,,1.1127999999969234,7.693400000002271
sub-00076,br,3,volop,0,,False,3.44210000000146,0.8438999999985981,
sub-00076,br,3,steel,0,,False,3.7678000000007614,0.595199999999295,
sub-00076,br,3,heengaan,0,,False,4.482099999997786,0.6259999999999764,
sub-00076,br,3,geit,0,,False,6.531300000000783,0.5611999999991895,
sub-00076,br,3,palm,0,,False,2.549699999999234,0.9294999999999618,
sub-00076,br,3,laken,0,,False,5.8793999999985544,0.5794999999999391,
sub-00076,br,3,geduld,1,geduld,True,,0.9641000000015084,21.17919999999924
sub-00076,br,3,ziek,0,,False,7.582499999999982,1.5781999999992422,
sub-00076,br,3,poes,0,,False,2.914899999998511,0.6948000000007823,
sub-00076,br,3,vinger,0,,False,3.42810000000145,0.702699999999254,
sub-00076,br,3,opkomen,0,,False,2.7340000000000373,0.6188000000007605,
sub-00076,br,3,schaamte,0,,False,3.249900000002299,0.5008000000007087,
sub-00076,br,3,oceaan,0,,False,2.766999999999939,0.6081000000015138,
sub-00076,br,3,zweven,0,,False,2.7173000000008187,0.5190999999977066,
sub-00076,br,3,knie,0,,False,3.5335000000000036,0.5404999999999518,
sub-00076,br,3,bijkomen,1,bijkomen,True,,1.0085000000000264,8.78230000000076
sub-00076,br,3,loyaal,0,,False,4.199699999999325,1.0893999999984771,
sub-00076,br,3,gezond,0,,False,2.9826999999992267,0.5009000000022752,
sub-00076,br,3,anarchie,0,,False,3.700199999999313,0.5534999999999854,
sub-00076,br,3,mand,0,,False,3.565900000002216,3.1200999999977057,
sub-00076,br,3,aarzelen,0,,False,7.049800000000687,1.035099999997783,
sub-00076,br,3,eenhoorn,0,,False,2.981999999999971,0.8414999999999964,
sub-00076,br,3,site,1,site,True,,1.0736000000015338,5.399399999998536
sub-00076,br,3,komisch,0,,False,4.78309999999783,0.4702000000029329,
sub-00076,br,3,kennis,0,,False,2.9168000000007623,0.5726999999992586,
sub-00076,br,3,soda,0,,False,3.182699999999272,0.706800000000726,
sub-00076,br,3,diep,0,,False,3.367399999998497,0.5183000000007496,
sub-00076,br,3,sufferd,0,,False,3.216100000001461,0.5738999999985026,
sub-00076,br,3,knielen,1,knielen,True,,0.6706999999992149,5.233300000000668
sub-00076,br,3,piste,0,,False,6.966299999997091,0.6699999999998454,
sub-00076,br,3,oprotten,0,,False,2.7328999999983807,0.5496999999993477,
sub-00076,br,3,smullen,0,,False,4.75,0.735199999999395,
sub-00076,br,3,flits,0,,False,2.9663000000007287,0.8188999999986208,
sub-00076,br,3,stal,0,,False,2.900600000001532,0.6330000000000382,
sub-00076,br,3,vuur,0,,False,3.7000000000000455,0.4714999999998781,
sub-00076,br,3,klimmen,0,,False,3.966400000002295,0.5026999999990949,
sub-00076,br,3,kreeft,0,,False,4.283199999999397,0.5406000000014046,
sub-00076,br,3,zwart,0,,False,5.22939999999835,0.6068000000009306,
sub-00076,br,3,schat,0,,False,3.33310000000165,0.4724999999998545,
sub-00076,br,3,openbaar,1,openbaar,True,,0.4374000000022988,6.283599999997705
sub-00076,br,3,maken,0,,False,2.666800000000876,0.7168999999985317,
sub-00076,br,3,joggen,1,joggen,True,,0.5512000000028365,3.983199999999215
sub-00076,br,3,prikken,0,,False,3.716499999999997,0.8186999999993532,
sub-00076,br,3,keihard,0,,False,2.800199999999222,0.86850000000004,
sub-00076,br,3,stoom,0,,False,7.982900000002246,0.6667999999970107,
sub-00076,br,3,boeien,0,,False,7.0,0.6858000000006541,
sub-00076,br,3,samen,0,,False,2.933100000001332,0.6346999999993841,
sub-00076,br,3,totaal,0,,False,3.1661999999992076,0.7998000000009142,
sub-00076,br,3,opkijken,0,,False,4.649099999997816,0.991800000000694,
sub-00076,br,3,spanning,0,,False,3.850799999997207,0.8772000000028584,
sub-00076,br,3,koffie,0,,False,5.381699999999228,1.2264999999999873,
sub-00076,br,3,woning,0,,False,4.6953000000007705,0.6098000000006323,
sub-00076,br,3,invloed,0,,False,3.46429999999691,0.9760000000001128,
sub-00076,br,3,nakijken,0,,False,5.3470999999979085,0.4603000000006432,
sub-00076,br,3,kasteel,0,,False,3.8623999999986154,0.4782000000029711,
sub-00076,br,3,uien,0,,False,3.6793999999983953,0.4467000000029202,
sub-00076,br,3,verhaal,0,,False,2.5471999999990658,0.660300000000916,
sub-00076,br,3,woede,0,,False,2.946300000000747,0.5435000000002219,
sub-00076,br,3,moes,0,,False,2.845800000000736,0.4425999999975829,
sub-00076,br,3,lukken,0,,False,4.048600000001443,0.4878000000007887,
sub-00076,br,3,aanzoek,0,,False,2.861699999999246,0.6616000000014992,
sub-00076,br,3,lokken,0,,False,2.8973000000007687,0.4943999999984498,
