ses-1_sum,ses-2_sum,ses-3_sum,ses-4_sum,letter-training_sum,letter-refresh_sum,word-training_sum,word-test_sum
3628.946,5313.305,2730.7540000000004,5010.849999999999,1968.348,131.598,6212.009000000001,2967.4880000000007
2663.4309000000953,3586.438399999976,3217.1949999999997,2927.0667999999523,1080.975,303.93219999992846,5573.560200000048,3588.2736000000236
3218.555200000048,3611.1257999999525,2860.0860999999045,2542.3180999999045,1709.967600000143,140.55949999999996,5294.784299999953,3082.5276999998096
2410.151399999999,4086.328599999994,9422.135600000009,2566.4849999999997,1115.9808999999989,117.14559999999403,5992.484099999979,2692.144900000022
3530.0898999999904,3955.813699999988,2461.578299999982,2438.422399999976,982.35,109.98529999998212,5058.002099999964,4190.97189999999
2686.5210000000006,3979.7631000000238,3143.717899999976,2534.0795,899.0996000000238,142.079,6825.375299999997,3055.9204999999065
3533.3250000000003,5125.8189999999995,3400.161,2920.926,1885.376,369.716,7003.802000000001,3227.2219999999998
4326.7915,2688.081599999905,2188.3765999999046,2115.066,728.6857000002861,98.35419999980924,3152.842900000572,7238.805199999332
3961.1715,4257.639399999856,3365.6548000001912,2930.310899999857,1543.6077000000475,121.41539999985694,7215.163200000048,3914.8028999999756
2887.3037000000027,3214.5178999999907,2683.9781000000007,2432.7755999999945,1318.847299999997,119.20939999999108,4980.255600000003,2644.6550999999936
3187.8345,3537.1033999999763,2720.709399999976,2584.782899999976,1432.5377000000476,120.9617999999523,5641.670100000025,3480.735599999905
2042.735100000024,2542.035,2401.4072000007627,2432.3857999992374,1121.6949000000357,105.89600000000002,4116.400799999237,2292.7070999992493
1753.074099999994,2396.9427999999816,1513.7496000000237,1678.9432000000477,749.913199999988,87.79389999997616,2727.0191000000837,3726.112699999988
2425.7319000000953,3184.291200000048,2462.740099999905,2326.466300000191,1114.1245,124.15250000000005,4612.2003000001905,2965.4761000001436
2510.6687999999995,3374.7616999999955,2785.0712000000026,2363.3245000000006,1099.7223999999994,118.61859999999402,5085.878100000016,2340.3798999999854
1812.234,2668.227500000001,2054.1376999998092,2401.487599999905,727.6952999999523,226.25309999990463,4124.035799999953,2418.970199999809
2937.886,4877.3189999999995,3311.918,2995.215,1360.428,219.49100000000004,7791.537,3478.1459999999997
3588.775,3921.4049999999997,5454.353999999999,4439.669,2225.933,112.245,10089.908000000001,3714.456
1262.1069000000953,1425.1255999999044,1318.0887999999522,1569.0256999998091,632.6425,86.14220000004768,2436.4686999998094,2343.713299999714
3181.606899999857,4454.931500000001,3709.9110999999043,3432.719599999905,2066.1034999999997,132.52689999985694,8630.972000000238,2624.8972999999523
2289.8508999996184,2825.6931999998087,2171.166699999809,1902.5444999999997,965.8605,125.81369999980927,3996.2391000003813,3053.2536999998097
2575.7012000000477,3404.139199999809,2367.3213000001906,2198.0274999999997,881.1215999999046,124.35669999980924,5065.297300000667,4089.6165999994264
1847.9456999998092,2799.4939999999997,2085.1142999997137,1974.077700000286,870.7950999999047,116.16390000009535,4515.196800000191,2701.1841000003815
2461.503299999952,4473.878999999999,4948.259900000006,2857.4420999999943,931.8479000000954,184.32939999999107,6332.177799999997,3064.181099999905
1789.448,4375.1150999999645,2566.2508000000116,2985.3720000000003,703.1845999999047,136.4398999999762,5891.6630000000605,4163.199100000024
4751.516200000001,5739.530299999997,5220.719300000001,4317.459500000001,2361.412500000001,280.7908999999985,8952.9184,6496.948800000006
2108.3238999998575,3573.4766000001428,2769.865,2157.7767999999523,1049.8577999999525,173.22320000004768,5955.111599999904,2524.6883999998568
3452.5339999999997,4722.554199999987,2837.080399999976,2300.2303000000115,2083.345199999988,186.45489999997616,6438.034900000006,2725.6488000000113
4212.952299999997,2883.8664,2791.115900000006,2636.8098000000123,1789.6515,98.8325,4563.930099999994,5636.323699999995
1763.728,2677.223,2294.838,1707.242,871.6019999999999,115.571,4079.9489999999996,2374.527
2005.1143999999763,2941.479,2628.658699999928,2428.287100000024,893.1685,108.2342000000477,4788.960600000143,2379.7584999998808
2645.140099999994,3404.2671000000237,2612.367100000023,2604.861699999988,911.4706999999884,103.23010000002384,5066.402700000048,3553.942300000041
4163.75,4116.864,3979.263,3900.449,1994.457,126.758,8315.413,3597.153999999999
2518.0280000000002,3025.982399999976,2470.217100000024,2718.270400000095,1455.2745,108.65389999997616,4839.570100000024,2616.350100000024
2135.697100000024,4147.964600000024,3201.0901999999282,1721.0252999999525,1093.7366000000238,187.305,5918.894100000024,2862.9205
2909.10600749999,3668.1244887499925,3025.941178749995,2850.0737999999974,1279.9955287500154,152.15055999998316,5997.912818750032,3372.2973449999627
