subject,script,ses-1_test-accuracy,ses-1_test-reading,ses-1_test-writing,ses-1_train-reading,ses-1_train-checking,ses-2_test-accuracy,ses-2_test-reading,ses-2_test-writing,ses-2_train-accuracy,ses-2_train-reading,ses-2_train-checking,ses-2_train-writing,ses-2_ref-reading,ses-2_ref-checking,ses-3_test-accuracy,ses-3_test-reading,ses-3_test-writing,ses-3_train-accuracy,ses-3_train-reading,ses-3_train-checking,ses-3_train-writing,ses-4_test-accuracy,ses-4_test-reading,ses-4_test-writing,ses-4_train-accuracy,ses-4_train-reading,ses-4_train-checking,ses-4_train-writing
00050,br,0.48333333333333334,6.0054533333333815,4.187490000000007,1.5146049450549457,4.655762637362635,0.7288135593220338,6.004586440678001,1.981976271186433,1.0,6.72456333333333,1.3150869999999952,7.788679999999974,1.5153192307692331,3.1772153846153808,0.9833333333333333,5.997233333332735,1.1981850000004972,1.0,4.669289444444289,0.977677999999968,5.131324999999267,0.9666666666666667,6.0070650000003525,1.3954549999994508,1.0,4.827961111111689,0.6843024999995581,4.996035000000892
00051,cb,0.6833333333333333,5.993983333333286,9.897216666666687,1.509203296703301,6.3083956043956,0.75,5.995916666666669,3.200766666666679,1.0,7.513172222222223,0.9306500000000003,7.314049999999992,1.5093846153846153,2.4313461538461545,0.7666666666666667,5.995266666666695,1.824316666666698,1.0,6.917505555555551,0.7404350000000012,6.054750000000007,0.85,5.995800000000008,1.8508833333333465,0.95,7.421519553072632,1.5282261306532565,12.18539999999999
00053,cb,0.06779661016949153,5.990667796610277,4.5298576271186315,1.5088615384615622,3.487857692307668,0.75,5.9889999999998205,3.4234633333334084,0.9,10.280769999999906,2.293238499999968,16.926100000000353,1.50945384615459,5.992346153845437,0.8666666666666667,5.9888716666668795,2.516984999999958,1.0,4.8632816666667384,0.8049479999998224,7.475525000000376,0.7796610169491526,5.990623728813659,2.5997423728810483,0.75,4.171142777777584,1.3707555000003468,7.218269999999538
00054,cb,0.48333333333333334,5.989966666670602,6.399671666663895,1.516062087902002,5.647512087922173,0.7457627118644068,5.993759322031056,6.50107796610413,1.0,8.19859888888995,0.6754580000025098,11.695000000005962,1.5146884615467149,2.1330653846080483,0.8,5.993759999986514,3.6001433333516086,0.95,6.634052777783076,0.51253499999404,10.731954999995233,0.85,5.997483333353193,3.69718833332463,0.95,5.537968333330425,0.8157025000119179,8.112405000031002
00055,cb,0.43636363636363634,5.998945454546017,5.6221000000001204,1.5184236263733346,11.931032967033264,0.9166666666666666,5.985978333334644,2.159591666665688,0.95,8.670074719101518,1.1892232323230267,7.494470000001837,1.5151730769276577,3.6983999999945025,0.8833333333333333,5.999048333335418,2.57003166666528,0.95,8.736599999998672,2.999337113402399,7.048864999997636,0.8833333333333333,5.9994166666666535,3.932794999999794,1.0,5.933719444443116,1.2468925000006044,5.702359999993445
00056,cb,0.5,5.990916666666624,4.431233333333379,1.5141208791208738,6.135236263736269,0.8,5.997200000000006,2.7973333333333583,0.95,7.875916666666674,0.7900649999999871,14.123449999999995,1.508230769230773,3.741153846153843,0.9,5.997750000000027,2.3562166666666675,0.9,6.7539,1.2618149999999984,12.064349999999985,0.8666666666666667,5.993066666666732,2.2097499999999477,0.95,6.456327777777778,1.3486800000000017,8.932050000000002
00058,br,0.1016949152542373,5.9905203389829715,5.477967796610205,1.511118131868164,5.258015384615352,0.7333333333333333,5.9967083333334354,3.995386666666597,0.9,11.44250611111114,1.9969979999999694,14.156009999999725,1.5153230769233046,5.335430769230528,0.8,5.997193333333242,2.451611666666463,1.0,6.997737777777679,1.3493484999997178,8.403545000001023,0.8833333333333333,5.994229999999523,2.2989266666666026,0.95,6.191894999999844,1.105095000000091,7.473155000000271
00059,br,0.6333333333333333,5.994780000000015,5.572451666666628,1.5164395604395362,2.9999225274725543,0.8333333333333334,5.991066666666954,2.785845000000533,1.0,6.689058888887868,1.19347050000072,7.390169999998082,1.518292307691508,2.888261538462567,0.9333333333333333,5.990134999997898,2.676228333331653,1.0,5.419045555555484,0.9186704999983362,7.53812000000177,0.8166666666666667,5.986889999999622,3.0169416666681856,0.95,8.225475000000158,0.9773570000001806,8.1790200000003
00060,br,0.4074074074074074,5.991351851851821,5.587333333333335,1.5116153846153864,2.900802197802196,0.8166666666666667,5.984349999999949,3.39640000000007,1.0,8.42330726256983,1.162944723618091,8.580150000000023,1.5138461538461518,2.5454615384615398,0.9137931034482759,5.987224137931027,2.157862068965532,1.0,5.892000000000006,1.8996600000000006,6.020200000000001,0.8833333333333333,5.996000000000015,2.1933233333333266,1.0,5.458662222222218,0.6383944999999983,6.294615000000135
00062,br,0.5116279069767442,5.993734883724263,19.874176744178307,1.5172461538472097,5.238792857141277,0.6206896551724138,5.994312068965577,11.685325862068943,0.65,4.367162222222212,1.5708600000000041,17.300019999999968,1.517857692307692,3.6320653846153865,0.6271186440677966,5.993057627118699,5.39007796610161,0.95,4.047367777778297,1.1395719999999534,15.970130000001186,0.7166666666666667,5.991630000000195,7.4109566666677855,0.95,4.766556666666934,0.9304579999996787,12.194920000001765
00063,br,0.08333333333333333,5.987471666666681,4.681919999999968,1.5167395604395548,2.9594725274725326,0.7833333333333333,5.991704999999979,2.4674450000002937,1.0,9.785631111110659,1.6776550000004504,9.568385000000172,1.510984615384381,6.036480769230774,0.9,5.993646666664897,1.7219783333336334,1.0,6.558397222222553,0.5140049999992539,6.445439999994619,0.9833333333333333,5.991999999999499,1.5308183333322443,1.0,5.672099444443483,0.5130364999997619,6.1749900000020945
00065,br,0.1694915254237288,5.9909322033898365,11.654898305084744,1.5284340659340645,6.0405549450549465,0.65,5.995266666666665,3.6179333333333714,0.95,11.401972222222222,0.9584150000000019,10.578049999999996,1.5082692307692334,7.155730769230768,0.8833333333333333,5.995883333333306,2.4642166666666676,1.0,6.8168277777777755,0.6345799999999929,7.961700000000012,0.9,5.9945833333333365,2.4395166666666492,1.0,5.6219111111111095,0.9464300000000029,7.172450000000015
00066,cb,0.25,6.000771666675776,6.073281666668262,1.5067912087879387,9.963589010992541,0.7,5.997966666664683,3.186023333334909,0.9,9.698713888889564,0.6898359999972575,9.226419999998814,1.503023076923995,2.4478076923076917,0.8,5.986480000003204,2.5876799999971962,1.0,7.740428491620374,0.7396246231129413,6.647080000019065,0.8666666666666667,5.998033333323364,2.3576999999980255,1.0,6.445768333327103,0.5559260000038138,6.766110000008342
00067,cb,0.288135593220339,5.987484745758077,6.376930508481225,1.5166439560455356,7.959465384614003,0.6166666666666667,5.988553333338109,2.2597366666625476,0.95,7.348470056498095,1.5485065989836417,13.460509999999397,1.5205653846149247,4.808773076923996,0.6666666666666666,5.998713333326616,3.566346666663897,0.85,8.376243333328443,1.6966804999983263,12.659594999998816,0.7457627118644068,5.988089830511676,3.4144627118656343,1.0,6.965791111112637,1.369048499998149,13.351930000007135
00068,cb,0.11666666666666667,5.999720000010757,6.0846833333313235,1.5169972527459403,4.267760439561621,0.15,5.995050000000007,4.084606666662254,0.6,5.413622471907161,3.369547474750975,21.071969999998764,1.5136884615421313,4.428880769225265,0.48333333333333334,5.992991666654719,2.9746033333381017,0.65,4.800048044695532,1.9192201005040677,16.329334999996433,0.5614035087719298,5.99256842103756,2.843940350867135,0.75,5.583862777770891,1.7042085000050116,17.10638499999046
00069,cb,0.5333333333333333,5.993541666666909,4.861346666666365,1.5028972527465807,4.943554395605084,0.7666666666666667,5.993069999998829,2.3897616666664363,0.95,8.296004444445016,0.720817499999251,9.108899999999995,1.5031500000025226,2.171519230766937,0.95,5.992944999998311,2.1555966666673307,0.95,7.738711111110443,0.6205760000000881,8.507060000002383,0.8666666666666667,5.993043333333719,2.1057316666633143,0.95,6.318226111111707,0.5392944999992827,6.2060950000017865
00070,cb,0.017543859649122806,5.99565087719549,6.525922807007502,1.5113373626313324,2.9119708791263856,0.3333333333333333,5.986105000011124,4.396911666667453,0.75,4.045308988766731,2.704093939389847,19.250414999985708,1.5081000000055012,3.5330961538461554,0.4666666666666667,5.984946666669869,5.450639999989684,0.95,3.8685122222264674,1.2125659999907032,17.11554999998807,0.423728813559322,5.99645932203224,4.536674576270389,1.0,4.542994382014444,1.544778787880223,13.373749999999998
00071,cb,0.45,5.994616666666676,10.60113333333336,1.5074560439560447,5.315862637362637,0.65,5.995533333333317,3.6644666666666734,0.95,9.85642222222223,0.8895750000000031,8.635400000000043,1.506153846153846,2.483230769230769,0.75,5.994616666666631,3.4445166666666713,1.0,6.571705555555561,1.320404999999998,13.57795000000001,0.8333333333333334,5.994666666666649,2.556516666666649,0.95,6.817794444444437,1.332785000000004,8.978300000000004
00074,br,0.4339622641509434,5.995445283039608,16.114013207539045,1.5147813186776522,6.794760989014916,0.4666666666666667,5.992079999995204,2.9897816666841512,0.95,4.443094999992847,1.0266795000016622,13.393774999988093,1.5162423076996405,4.396892307684975,0.6166666666666667,5.993810000014302,3.0528616666475954,0.95,4.004559444443382,0.8270855000042897,11.688064999961862,0.5666666666666667,5.991990000000472,2.9772999999995022,0.85,5.062919444444159,0.9289040000003979,9.465204999999683
00076,br,0.5370370370370371,5.988038888888923,8.215216666666665,1.5135961538461637,4.8313324175824075,0.7241379310344828,5.99223103448325,1.9301810344829022,0.85,7.013124444444629,1.0322225000000715,8.047910000000702,1.5195576923082663,3.013392307691705,0.7,5.994011666666582,2.1884949999999437,0.95,4.571837222222175,1.174513000000025,10.196550000000002,0.7333333333333333,5.971281666663299,2.3760233333359944,0.9,5.342250837989337,1.3920999999974946,8.54677500000894
00077,br,0.0,5.9953915254237335,4.037935593220312,1.5098774725274897,6.729974725274707,0.35,5.996795000000414,4.016679999998951,0.95,12.558892222222182,2.387820500000173,12.209404999999716,1.511092307691679,4.745230769231341,0.7833333333333333,5.992635000000382,3.3621433333343096,0.8,10.463187222222501,1.6340590000003556,15.74635999999939,0.75,5.979983333331855,3.320695000002267,0.95,8.540519999999297,1.2115195000006265,9.416189999999101
00079,br,0.08620689655172414,5.984956896535276,6.27758965515268,1.5123302198137618,4.080729120846627,0.5333333333333333,5.991374999904633,5.056846666749304,0.95,12.638403333383149,1.0128729999637474,10.697239999961846,1.5166346154579742,2.460915384512682,0.8166666666666667,5.988838333384191,2.702763333320619,0.95,7.628587777821215,0.8036719999790239,8.626895000028622,0.75,5.989061666711166,2.5897166666030937,0.95,6.323662222258256,0.7243679999637598,7.879400000095375
00080,br,0.5172413793103449,6.002331034482024,4.967465517242419,1.516956593405745,8.58253186813275,0.9,6.000163333334028,2.2383283333326593,1.0,7.250303333332974,0.804630499999375,6.218644999997333,1.5150846153830129,2.6405653846172177,0.9166666666666666,6.00026166666252,1.979273333333913,1.0,5.435081111112901,1.3212024999985124,6.47353499999345,0.9833333333333333,5.99764999999306,2.594656666671263,1.0,5.40041166666812,0.6411334999981599,10.080634999993446
00081,br,0.3389830508474576,5.997888135593196,9.467286440677954,1.5083725274725237,7.397319230769235,0.8833333333333333,5.996519999999994,3.7464899999999943,0.9,11.179499444444481,1.0257589999999606,8.966625000000198,1.5079846153846193,3.51799615384615,0.9333333333333333,5.992401666666728,3.2233566666667683,0.95,11.461934831460661,0.8352237373738307,6.729324999999909,0.9,5.99289500000034,3.2272766666665498,0.95,8.592226111111126,1.5983275000001202,7.248295000000278
00082,br,0.36666666666666664,5.983003333333264,7.333726666666591,1.5104686813187467,3.498314835164757,0.7333333333333333,5.991206666667048,4.439791666666216,0.95,10.330096629213498,2.4663005050504667,8.907935000001277,1.5175153846153226,3.953630769230716,0.7833333333333333,5.993093333331777,3.911511666669416,0.9,4.646595000000798,0.683911999999138,8.911759999997873,0.8833333333333333,5.99108666666646,2.7449133333305213,0.95,5.792288888890052,0.5565109999993413,12.680754999998227
